ControlScheme,Time,MoveDeltaX,MoveDeltaY,AimDeltaX,AimDeltaY
Gamepad,136.0999,0,0,0.00696969,0.06363785
Gamepad,136.1199,0,0,-0.9970313,0.07699666
Gamepad,136.42,0.008816565,0.0213499,0,0
Gamepad,136.44,0.06064552,0.2656161,0,0
Gamepad,136.4599,0.3267845,0.1943528,0,0
Gamepad,136.4799,0.0285385,0.0801754,0,0
Gamepad,136.5,0.05519709,0.1081272,0,0
Gamepad,136.52,0.04104298,0.06929833,0,0
Gamepad,136.5399,0.04806745,0.08335376,0,0
Gamepad,136.56,-5.829334E-05,4.029274E-05,0,0
Gamepad,136.58,0.0002670884,-0.0001850128,0,0
Gamepad,136.5999,0.0003841519,-0.0002660751,0,0
Gamepad,136.6199,0.0006242394,-0.0004329681,0,0
Gamepad,136.64,0.0003920197,-0.0002724528,0,0
Gamepad,136.66,0.0004021525,-0.0002796054,0,0
Gamepad,136.6799,0.0004502535,-0.0003134012,0,0
Gamepad,136.72,-0.001722038,0.001196861,0,0
Gamepad,136.7399,-0.03643912,0.02410638,0,0
Gamepad,136.7599,-0.2330858,0.1079749,0,0
Gamepad,136.78,-0.02783033,0.008319855,0,0
Gamepad,136.8,-0.05384871,0.01364589,0,0
Gamepad,136.8199,-0.01479018,0.003196359,0,0
Gamepad,136.84,-0.03732394,0.007034421,0,0
Gamepad,136.86,-0.005508155,0.0009143949,0,0
Gamepad,136.88,-0.01050079,0.001655757,0,0
Gamepad,136.8999,-0.004013851,0.0006028414,0,0
Gamepad,136.92,-0.002896845,0.0004245639,0,0
Gamepad,136.94,0.0173528,-0.002673626,0,0
Gamepad,136.9599,0.07820193,-0.01598012,0,0
Gamepad,136.9799,0.03223988,-0.008513093,0,0
Gamepad,137,0.2292954,-0.09683985,0,0
Gamepad,137.02,0.01672763,-0.009893596,0,0
Gamepad,137.0399,0.06430471,-0.04234493,0,0
Gamepad,137.06,0.03035617,-0.02258998,0,0
Gamepad,137.08,0.02638185,-0.02114201,0,0
Gamepad,137.0999,0.01336741,-0.01128769,0,0
Gamepad,137.1199,0.007024527,-0.006094456,0,0
Gamepad,137.14,0.0009127855,-0.00080055,0,0
Gamepad,137.16,-0.01234394,0.01066041,0,0
Gamepad,137.1799,-0.01153445,0.009649873,0,0
Gamepad,137.2,-0.04098701,0.03201705,0,0
