ControlScheme,Time,MoveDeltaX,MoveDeltaY,AimDeltaX,AimDeltaY
Gamepad,59.99998,-0.002168238,-0.01146439,-0.0411495,0.03493084
Gamepad,60.01998,-0.001381099,-0.007713348,-0.060045,0.04870909
Gamepad,60.03998,-0.000970006,-0.005637676,-0.1152648,0.06737441
Gamepad,60.05998,0.0009547472,0.005550161,-0.0626992,0.07784118
Gamepad,60.07998,0.001647115,0.00916557,-0.00132066,0.03788856
Gamepad,60.09998,0.002307892,0.01208937,7.754564E-05,0.03606626
Gamepad,60.11998,0.001983881,0.009797901,0.0005459785,0.01852999
Gamepad,60.13998,0.002159953,0.0101355,0.0003125668,0.007365417
Gamepad,60.15998,0.003505528,0.01545423,0.0003023148,0.006142315
Gamepad,60.17998,0.004376352,0.01786855,0.0007741451,0.01314548
Gamepad,60.19998,0.007372439,0.02732441,0.001863658,0.02401225
Gamepad,60.21998,0.009723067,0.03206205,0.001383126,0.01426355
Gamepad,60.23998,0.007436931,0.02222481,0.0005807877,0.005430326
Gamepad,60.25998,0.01485157,0.03994748,0.0006442666,0.005719751
Gamepad,60.27998,0.01010197,0.02453926,0.0001006722,0.0008674338
Gamepad,60.29998,0.009901285,0.02240956,0.0005429983,0.004572213
Gamepad,60.31998,0.01007444,0.021393,0.002325535,0.01785372
Gamepad,60.33998,0.004066885,0.008280218,0.002406299,0.01627839
Gamepad,60.35998,0.002815008,0.005620897,0.0021981,0.01346569
Gamepad,60.37998,0.002293885,0.004515767,0.00851661,0.04403362
Gamepad,60.39998,0.0007967353,0.001555562,0.009996116,0.04175909
Gamepad,60.41998,0.0005129576,0.0009976923,0.01258838,0.04389969
Gamepad,60.43998,0.0003765225,0.0007308424,0.01373768,0.04094777
Gamepad,60.45998,0.0005949736,0.001151651,0.01285148,0.03379682
Gamepad,60.47998,0.00203383,0.003909439,0.01553124,0.03659886
Gamepad,60.49998,0.003059864,0.005803645,0.004393578,0.009668797
Gamepad,60.51998,0.007792532,0.01437852,0.0040676,0.008715928
Gamepad,60.53998,0.01249003,0.0219439,0.005017936,0.01046109
Gamepad,60.55998,0.01900268,0.03111255,0.0127269,0.02523068
Gamepad,60.57998,0.04178745,0.06064153,0.01896894,0.03463528
Gamepad,60.59998,0.02962643,0.03784198,0.008649588,0.01478383
Gamepad,60.61998,0.04068881,0.04647154,0.007889032,0.01299721
Gamepad,60.63998,0.01854765,0.01938033,0.00307554,0.004948854
Gamepad,60.65998,0.01670259,0.01659471,0.001901209,0.003027499
Gamepad,60.67998,0.001885355,0.001824737,0.001574099,0.002488315
Gamepad,60.69998,-0.01590204,-0.01569778,0,0
Gamepad,60.71998,-0.009489238,-0.009710073,0.0009889603,0.001555443
Gamepad,60.73998,-0.009968162,-0.01049048,0,0
Gamepad,60.75998,-0.005201936,-0.005597115,0.0002663732,0.000417769
Gamepad,60.77998,-0.0006472468,-0.0007023811,0,0
Gamepad,60.79998,-0.002180219,-0.00237608,0,0
Gamepad,60.81998,-0.0006045699,-0.0006616712,0,0
Gamepad,60.83998,-0.001654148,-0.001816392,0,0
Gamepad,60.85998,-0.0006185174,-0.0006814599,0,0
Gamepad,60.91998,0.002471566,0.002715707,0,0
Gamepad,60.93998,0.001443326,0.001576602,0,0
Gamepad,60.95998,0.008187234,0.008817017,0.002627432,0.004096746
Gamepad,60.97998,0.005267799,0.005562425,0.009922445,0.01508826
Gamepad,60.99998,0.006231308,0.00647074,0.02648032,0.0375877
Gamepad,61.01998,0.004277647,0.004375637,0.04195279,0.03881276
Gamepad,61.03998,0,0,0.01583493,-0.001132071
Gamepad,61.05998,0.001027644,0.001043141,0.03210753,-0.002353609
Gamepad,61.07998,0.001508057,0.001525402,0.01519603,-0.001141191
Gamepad,61.09998,0,0,0.007888615,-0.0005994439
Gamepad,61.11998,0,0,0.1221318,-0.009880781
Gamepad,61.13998,0.001083195,0.001091659,0.04135752,-0.003588796
Gamepad,61.15998,0.05080891,0.04768121,0.543862,-0.03762084
Gamepad,61.17998,0.2333362,0.1525307,0.2266528,-0.001203418
Gamepad,61.19998,0.2788374,0.08411586,0.05909871,-0.007408619
Gamepad,61.21998,0.2344868,0.006867051,0.1008095,-0.01423275
Gamepad,61.23998,0.02158951,-0.002147317,0.2495876,0.008541048
Gamepad,61.25998,0.02458498,-0.003023565,0.2001238,-0.04013103
Gamepad,61.27998,0.03046899,-0.004610062,0.009877682,-0.01646596
Gamepad,61.29998,0.07441668,-0.01536202,0.008761048,-0.01523271
Gamepad,61.31998,0.2638503,-0.1067243,0.00552243,-0.009931445
Gamepad,61.33998,0.06601095,-0.04196566,0.001966059,-0.003601253
Gamepad,61.35998,0.02834237,-0.02035606,0.001653492,-0.003055781
Gamepad,61.37998,0.1046324,-0.08980733,0.01459754,-0.02815199
Gamepad,61.39998,0.03944361,-0.04116994,0.006031156,-0.01230726
Gamepad,61.41998,0.0163765,-0.01855552,0.002145588,-0.004483879
Gamepad,61.43998,0.04704988,-0.05902582,0.006145418,-0.01317105
Gamepad,61.45998,0.004414976,-0.006036401,0.0004742146,-0.00103721
Gamepad,61.47998,0.0102281,-0.0143593,0.001331449,-0.002929866
Gamepad,61.49998,0.002731442,-0.003927171,0.0002514124,-0.0005561709
Gamepad,61.51998,0.001226425,-0.001776457,0,0
Gamepad,61.53998,0.001683891,-0.002452552,0.0006296039,-0.001396477
Gamepad,61.55998,0,0,0.000553906,-0.00123319
Gamepad,61.57998,0.001744032,-0.002556682,0.001136422,-0.002544671
Gamepad,61.61998,0,0,0.005023777,-0.01148346
Gamepad,61.63998,0,0,0.001702726,-0.003983438
Gamepad,61.65998,0,0,0.001125634,-0.002659649
Gamepad,61.67998,0,0,0.0007202625,-0.001713306
Gamepad,61.69998,0,0,-0.003585637,0.008442372
Gamepad,61.71998,0,0,-0.232886,0.02410755
Gamepad,61.73998,0,0,-0.3364802,-0.07594225
Gamepad,61.75998,-0.02145916,0.03033483,-0.2502857,-0.08771342
Gamepad,61.77998,-0.1682863,0.1780961,-0.07267505,-0.08587292
Gamepad,61.79998,-0.05190521,0.04012454,-0.02669428,-0.03468685
Gamepad,61.81998,-0.09206507,0.05908197,-0.02212895,-0.0388385
Gamepad,61.83998,-0.07113922,0.03665686,-0.01037152,-0.02079336
Gamepad,61.85998,-0.03179801,0.0141381,-0.01519975,-0.01276001
Gamepad,61.87998,-0.01224816,0.005096972,-0.01276952,-0.0004844293
Gamepad,61.89998,-0.01102394,0.004425704,-0.03803461,0.009443432
Gamepad,61.91998,-0.03677255,0.01368237,-0.3387896,0.04854586
Gamepad,61.93998,-0.02268001,0.007632554,-0.02681607,0.001711816
Gamepad,61.95998,-0.09541316,0.02571231,-0.3538086,0.02072367
Gamepad,61.97998,-0.02958174,0.005956948,-0.1721656,-0.004933536
