ControlScheme,Time,MoveDeltaX,MoveDeltaY,AimDeltaX,AimDeltaY
Keyboard&Mouse,14.99999,0,0,1,-1
Keyboard&Mouse,15.01999,0,-1,-1,1
Keyboard&Mouse,15.03999,0,0,1,-1
Keyboard&Mouse,15.05999,0,0,-1,0
Keyboard&Mouse,15.33999,0,0,1,0
Keyboard&Mouse,15.35999,0,0,-1,0
Keyboard&Mouse,15.49999,0,0,0,1
Keyboard&Mouse,15.51999,0,0,0,-1
Keyboard&Mouse,15.57999,0,0,1,1
Keyboard&Mouse,15.59999,0,0,-1,-1
Keyboard&Mouse,15.61999,0,0,1,0
Keyboard&Mouse,15.63999,0,0,-1,1
Keyboard&Mouse,15.65999,0,0,1,0
Keyboard&Mouse,15.67999,0,0,-1,0
Keyboard&Mouse,15.69999,0,0,1,0
Keyboard&Mouse,15.71999,0,0,-1,0
Keyboard&Mouse,15.73999,0,0,1,0
Keyboard&Mouse,15.75999,1,0,-1,0
Keyboard&Mouse,15.77999,0,0,0,-1
Keyboard&Mouse,15.89999,0,0,0,1
Keyboard&Mouse,15.93999,0,0,0,-1
Keyboard&Mouse,16.04,0,0,0,1
Keyboard&Mouse,16.05999,0,0,0,-1
Keyboard&Mouse,16.12,0,0,0,1
Keyboard&Mouse,16.17999,0,0,0,-1
Keyboard&Mouse,16.2,0,0,0,2
Keyboard&Mouse,16.21999,0,0,0,-1
Keyboard&Mouse,16.25999,0,0,0,-1
Keyboard&Mouse,16.31999,0,0,0,1
Keyboard&Mouse,16.33999,0,0,0,-1
Keyboard&Mouse,16.35999,0,0,0,1
Keyboard&Mouse,16.37999,0,0,0,-1
Keyboard&Mouse,16.45999,0,0,0,2
Keyboard&Mouse,16.47999,0,0,0,-1
Keyboard&Mouse,16.49999,0,0,0,-1
Keyboard&Mouse,16.55999,0,0,1,1
Keyboard&Mouse,16.59999,0,0,4,1
Keyboard&Mouse,16.61999,0,0,-2,-1
Keyboard&Mouse,16.63999,0,0,-3,-1
Keyboard&Mouse,16.69999,0,0,1,0
Keyboard&Mouse,16.71999,0,0,1,0
Keyboard&Mouse,16.73999,0,0,3,1
Keyboard&Mouse,16.77999,0,0,-5,-1
Keyboard&Mouse,16.79999,0,0,4,0
Keyboard&Mouse,16.85999,0,0,-3,0
Keyboard&Mouse,16.87999,0,0,-1,0
Keyboard&Mouse,16.93999,0,0,1,0
Keyboard&Mouse,16.97999,0,0,-1,0
Keyboard&Mouse,17.09999,0,0,1,0
Keyboard&Mouse,17.11999,0,0,-1,0
Keyboard&Mouse,17.15999,0,0,1,0
Keyboard&Mouse,17.17999,0,0,0,1
Keyboard&Mouse,17.19999,0,0,1,-1
Keyboard&Mouse,17.21999,0,0,-2,0
Keyboard&Mouse,17.25999,0,0,1,1
Keyboard&Mouse,17.27999,0,0,0,-1
Keyboard&Mouse,17.29999,0,0,1,0
Keyboard&Mouse,17.31999,0,0,-2,1
Keyboard&Mouse,17.33999,0,0,1,-1
Keyboard&Mouse,17.35999,0,0,-1,0
Keyboard&Mouse,17.45999,0,0,1,0
Keyboard&Mouse,17.47999,0,0,0,1
Keyboard&Mouse,17.49999,0,0,0,-1
Keyboard&Mouse,17.55999,0,0,-1,1
Keyboard&Mouse,17.57999,0,0,0,-1
Keyboard&Mouse,17.71999,0,0,1,0
Keyboard&Mouse,17.73999,0,0,-1,0
Keyboard&Mouse,18.01999,0,0,0,1
Keyboard&Mouse,18.03999,0,0,-2,-1
Keyboard&Mouse,18.05999,0,0,2,0
Keyboard&Mouse,18.09999,0,0,-1,0
Keyboard&Mouse,18.11999,0,0,1,0
Keyboard&Mouse,18.13999,0,0,-1,1
Keyboard&Mouse,18.15999,0,0,1,-1
Keyboard&Mouse,18.17999,0,0,-1,0
Keyboard&Mouse,18.19999,0,0,0,1
Keyboard&Mouse,18.21999,0,0,0,-1
Keyboard&Mouse,18.23999,0,0,0,1
Keyboard&Mouse,18.25999,0,0,0,-1
Keyboard&Mouse,18.27999,0,0,1,0
Keyboard&Mouse,18.29999,0,0,-1,0
Keyboard&Mouse,18.31999,0,0,0,1
Keyboard&Mouse,18.33999,0,0,1,-1
Keyboard&Mouse,18.35999,0,0,-1,0
Keyboard&Mouse,18.37999,0,0,-1,0
Keyboard&Mouse,18.39999,0,0,1,0
Keyboard&Mouse,18.41999,0,0,1,0
Keyboard&Mouse,18.43999,0,0,-1,0
Keyboard&Mouse,18.45999,0,0,-1,0
Keyboard&Mouse,18.47999,0,0,1,0
Keyboard&Mouse,18.49999,0,0,-1,0
Keyboard&Mouse,18.51999,0,0,2,0
Keyboard&Mouse,18.53999,0,0,-2,0
Keyboard&Mouse,18.55999,0,0,1,0
Keyboard&Mouse,18.57999,0,0,1,0
Keyboard&Mouse,18.69999,0,0,-1,0
Keyboard&Mouse,18.71999,0,0,1,0
Keyboard&Mouse,18.73999,0,0,-1,-1
Keyboard&Mouse,18.75999,0,0,1,1
Keyboard&Mouse,18.81999,0,0,-1,0
Keyboard&Mouse,18.83999,0,0,1,-1
Keyboard&Mouse,18.85999,0,0,0,1
Keyboard&Mouse,18.91999,0,0,-1,-1
Keyboard&Mouse,18.93999,0,0,1,1
Keyboard&Mouse,18.97999,0,0,-1,-1
Keyboard&Mouse,19.03999,0,0,1,1
Keyboard&Mouse,19.05999,0,0,0,-1
Keyboard&Mouse,19.07999,0,0,0,1
