ControlScheme,Time,MoveDeltaX,MoveDeltaY,AimDeltaX,AimDeltaY
Gamepad,150.3999,0,0,-0.004504305,0.02367882
Gamepad,150.42,0,0,-0.004973125,0.01884277
Gamepad,150.4399,0,0,0.007736254,-0.03721912
Gamepad,150.4599,0,0,0.001741176,-0.005302466
Gamepad,150.7399,0,0,-0.008062259,0.0119396
Gamepad,150.7599,0,0,-0.06901317,0.08707003
Gamepad,150.78,0,0,-0.1349538,0.2935883
Gamepad,150.7999,0,0,-0.04256615,0.02248588
Gamepad,150.8199,0,0,-0.03787965,0.02097541
Gamepad,150.84,0,0,-0.001922935,-0.0006302297
Gamepad,150.8599,0,0,0.01815939,-0.02893704
Gamepad,150.8799,0,0,0.2762385,-0.4064919
Gamepad,151.4599,0,0,0.241534,-0.04180688
Gamepad,151.4799,0,0,0.3351731,-0.05735442
Gamepad,151.4999,0,0,0.4125573,-0.04697542
Gamepad,151.5199,0,0,-0.003653228,-0.02289182
Gamepad,151.5399,0,0,-0.00187242,-0.0105768
Gamepad,151.56,0,0,-0.002586484,-0.01363082
Gamepad,151.5799,0,0,-0.006337702,-0.02978051
Gamepad,151.5999,0,0,-0.006812096,-0.02792396
Gamepad,151.6199,0,0,-0.003073752,-0.01157126
Gamepad,151.64,0,0,-0.002144992,-0.007761002
Gamepad,151.6599,0,0,-0.001869142,-0.006572008
Gamepad,151.6799,0,0,-0.0007754564,-0.002677441
Gamepad,151.7,0,0,-0.0005044937,-0.001727432
Gamepad,151.7199,0,0,-0.0002850294,-0.0009704232
Gamepad,151.7599,0,0,-0.0005005598,-0.001696289
Gamepad,151.7999,0,0,-1.083374,0.3192716
Gamepad,151.8199,0,0,0.1245249,-0.03535508
Gamepad,151.92,0,0,0.3200994,0.03445365
Gamepad,151.9399,0,0,0.3483589,0.1209581
Gamepad,151.9599,0,0,0.05268258,0.09547146
Gamepad,151.9799,0,0,0.1160255,0.08139893
Gamepad,151.9999,0,0,0.0822379,0.03879803
Gamepad,152.0199,0,0,0.006761193,0.006037205
Gamepad,152.0399,0,0,-0.000431776,0.001058698
Gamepad,152.06,0,0,-0.0001534224,0.0003752112
Gamepad,152.0799,0,0,-0.0001646876,0.00040254
Gamepad,152.0999,0,0,0.001443386,-0.003544003
Gamepad,152.1199,0,0,-0.9224893,-0.3758747
Gamepad,152.14,0,0,-0.004369637,0.0004648764
Gamepad,152.5399,0,0,-0.2789832,-0.005172033
Gamepad,152.56,0,0,-0.6849779,-0.2608715
Gamepad,152.8199,0,0,0.001123786,-0.004038662
Gamepad,152.84,0,0,0.0005287528,-0.001878023
Gamepad,152.8599,0,0,0.000338912,-0.001195967
Gamepad,152.8999,0,0,0.0004019141,-0.001411796
Gamepad,152.9799,0,0,0.0003415346,-0.001193196
Gamepad,153.1199,0,0,-0.001565218,0.005515575
Gamepad,153.1399,0,0,-0.0009279251,0.003327668
Gamepad,153.1599,0,0,-0.001929879,0.007068664
Gamepad,153.1799,0,0,-0.001392841,0.005232573
Gamepad,153.2,0,0,-0.002325475,0.009002209
Gamepad,153.2199,0,0,-0.002531052,0.01021442
Gamepad,153.2399,0,0,-0.005892217,0.02581702
Gamepad,153.2599,0,0,-0.006212234,0.03143105
Gamepad,153.28,0,0,-0.005732119,0.03523812
Gamepad,153.2999,0,0,-0.002970755,0.2634747
Gamepad,153.3199,0,0,0.007835031,0.05272907
Gamepad,153.34,0,0,0.09203529,0.2770929
Gamepad,153.3599,0,0,0.1172756,0.1808912
Gamepad,153.3799,0,0,0.05098903,0.05792624
Gamepad,153.3999,0,0,0.05430263,0.05291879
Gamepad,153.42,0,0,0.03065431,0.02657729
Gamepad,153.4399,0,0,0.639614,-0.7686962
Gamepad,153.8599,0,0,0.01894095,-0.07753725
Gamepad,153.8799,0,0,0.0299248,-0.288132
Gamepad,153.8999,0,0,0.005890206,-0.04515952
Gamepad,153.92,0,0,0.02307184,-0.3564891
Gamepad,153.9399,0,0,0.01210622,-0.07870001
Gamepad,153.9599,0,0,0.02123167,-0.1032597
Gamepad,153.9799,0,0,0.008400753,-0.03650719
Gamepad,153.9999,0,0,-0.1195664,0.9857848
Gamepad,154.4999,0,0,0.001782614,-0.01299229
Gamepad,154.5199,0,0,0.005410487,-0.7066144
Gamepad,154.5399,0,0,-0.004454458,-0.04306173
Gamepad,154.56,0,0,-0.009407068,-0.1271492
Gamepad,154.5799,0,0,-0.0160273,-0.007598758
Gamepad,154.5999,0,0,0.02086006,0.8560041
Gamepad,154.6199,0,0,0.001835658,0.0414122
Gamepad,154.9999,0,0,0.2640551,-0.04346125
Gamepad,155.0199,0,0,0.7127106,-0.01909059
Gamepad,155.0399,0,0,0.02155483,0.004619226
Gamepad,155.1399,0,0,-0.0007062554,-0.01110198
Gamepad,155.3599,0,0,-0.03882098,-0.2150702
Gamepad,155.3799,0,0,-0.0004313588,-0.001451522
Gamepad,155.6399,0,0,-0.000336647,-0.00112766
Gamepad,155.9999,0,0,0.001181543,0.003978878
Gamepad,156.0199,0,0,0.00260067,0.008978516
Gamepad,156.0399,0,0,0.004298866,0.01558229
Gamepad,156.06,0,0,0.002075374,0.007895887
Gamepad,156.0799,0,0,0.002199829,0.008670986
Gamepad,156.0999,0,0,0.001224518,0.004973158
Gamepad,156.1199,0,0,0.001900434,0.007944986
Gamepad,156.1399,0,0,0.001533985,0.006632447
Gamepad,156.1599,0,0,0.005969644,0.02807017
Gamepad,156.1799,0,0,0.007572114,0.04327461
Gamepad,156.2,0,0,0.003035724,0.02147743
Gamepad,156.2199,0,0,0.003055871,0.02613249
Gamepad,156.2399,0,0,0.002058506,0.02229626
Gamepad,156.2599,0,0,0.002864659,0.05239029
Gamepad,156.2799,0,0,0.0003347993,0.04005788
Gamepad,156.2999,0,0,-0.0003269315,0.01643902
Gamepad,156.3199,0,0,-0.0003557205,0.01063275
Gamepad,156.34,0,0,-0.0007172227,0.01542213
Gamepad,156.3599,0,0,-0.001905799,0.02790895
Gamepad,156.3799,0,0,-0.006535172,0.05835202
Gamepad,156.3999,0,0,-0.006373405,0.03929432
Gamepad,156.4199,0,0,-0.01290005,0.06009796
Gamepad,156.4399,0,0,-0.01077276,0.04002692
Gamepad,156.4599,0,0,-0.01263547,0.040178
Gamepad,156.4799,0,0,-0.02237493,0.05985907
Gamepad,156.4999,0,0,-0.253227,0.05998877
Gamepad,156.5199,0,0,-0.4145731,-0.09945735
Gamepad,156.5399,0,0,-0.2572342,-0.3404149
Gamepad,156.6199,0,0,-0.001162083,0.02220789
Gamepad,156.6399,0,0,0.0006752603,0.04484297
Gamepad,156.6599,0,0,0.001617834,0.02228653
Gamepad,156.6799,0,0,0.000965446,0.01996738
Gamepad,156.7,0,0,-0.009007819,0.007795945
Gamepad,156.7199,0,0,-0.03872251,0.01534661
Gamepad,156.7399,0,0,-0.02669751,0.02100246
Gamepad,156.7599,0,0,-0.04146818,0.2746062
Gamepad,156.7799,0,0,0.04138798,0.111008
Gamepad,156.7999,0,0,0.03102138,0.08169734
Gamepad,156.8199,0,0,0.02996853,0.07642758
Gamepad,156.84,0,0,0.01071527,0.02942896
Gamepad,156.8599,0,0,-0.01491842,0.02692771
Gamepad,156.8799,0,0,-0.04581927,0.009397209
Gamepad,156.8999,0,0,-0.05523234,0.002842307
Gamepad,156.9199,0,0,-0.06594483,0.002453327
Gamepad,156.9399,0,0,-0.03573787,-0.007780492
Gamepad,156.9599,0,0,-0.01456875,-0.01962686
Gamepad,156.9799,0,0,-0.02910765,-0.05210471
Gamepad,156.9999,0,0,-0.01284072,-0.02731669
Gamepad,157.0199,0,0,-0.01018235,-0.04575938
Gamepad,157.0399,0,0,0.2850586,-0.6156503
Gamepad,157.6199,0,0,0.1187578,-0.6346397
Gamepad,157.6399,0,0,0.09869651,-0.1051111
Gamepad,157.6599,0,0,0.05780374,-0.07025039
Gamepad,157.6799,0,0,0.03841901,-0.04429638
Gamepad,157.7,0,0,0.01211569,0.03543299
Gamepad,157.7199,0,0,-0.3257928,0.8188645
Gamepad,158.34,0,0,0.004257634,-0.3360377
Gamepad,158.3599,0,0,-0.05244801,-0.4327723
Gamepad,158.3799,0,0,-0.05178686,-0.2261797
Gamepad,158.3999,0,0,-0.0508817,0.006434441
Gamepad,158.4199,0,0,-0.01892912,0.003074646
Gamepad,158.4399,0,0,-0.012169,0.002174139
Gamepad,158.4599,0,0,-0.01024108,0.001950324
Gamepad,158.4799,0,0,-0.005979389,0.001190066
Gamepad,158.4999,0,0,-0.007576138,0.001562357
Gamepad,158.5199,0,0,-0.008535519,0.03175873
Gamepad,158.5399,0,0,0.00273487,0.08442414
Gamepad,158.5599,0,0,0.1892177,0.8642705
Gamepad,158.5799,0,0,0.02233665,-0.001849632
Gamepad,159.2199,0,0,0.04148933,-0.2802217
Gamepad,159.2399,0,0,0.03339015,-0.3887712
Gamepad,159.2599,0,0,0.01766734,-0.3267154
Gamepad,159.2799,0,0,0.005602032,0.0005365014
Gamepad,159.2999,0,0,0.001349241,0.03517395
Gamepad,159.3199,0,0,-0.006279573,0.3161119
Gamepad,159.34,0,0,-0.09321851,0.6438859
Gamepad,160.2999,0,0,0.4067042,-0.1286717
Gamepad,160.3199,0,0,0.5741347,-0.06614909
Gamepad,160.34,0,0,-0.004386485,-0.02091211
Gamepad,160.3599,0,0,-0.003025353,-0.01326418
Gamepad,160.3799,0,0,-0.002726912,-0.01129691
Gamepad,160.3999,0,0,-0.0010795,-0.004319414
Gamepad,160.4199,0,0,-0.001153111,-0.00452666
Gamepad,160.4399,0,0,-0.001680255,-0.006442294
Gamepad,160.4599,0,0,-0.001642525,-0.006134063
Gamepad,160.4799,0,0,-0.001865327,-0.006784737
Gamepad,160.4999,0,0,-0.0009939671,-0.003540665
